7.873918393053103149e-01,6.172511089437551224e-01,1.592298141372339160e-01,2.168808715423263811e-01,1.336409060266445792e-01,1.165731960110886201e-01,1.309100040271979903e-01,5.189973168349452104e-01,5.954373410948711198e-01,2.727884809095447727e-01,7.092275252081369219e-01,5.092001397896031012e-01,9.016564029592016860e-01,2.821297377090029590e-01,9.892096261923373213e-01,2.748384806435943961e-02,9.085209176004108711e-01,8.834919343162978000e-01,8.623379955985140954e-01,8.743064859592108995e-02,6.302567755052923548e-02,4.006152103420224098e-01,1.554799905188031239e-03,2.541255502025820956e-01,9.874276200430677219e-01,5.800309503474510020e-01,3.484169354590193057e-01,3.538761662478304704e-01,3.734615651225531296e-01,2.178359197431257721e-01,2.993707893205143078e-01,2.609214186726188656e-01
4.642586036337381650e-03,1.238838134486722753e-01,5.346972139930065149e-01,2.822617015803822182e-01,3.352172223364439096e-01,7.030814700992767952e-01,8.513660092185904027e-03,9.590747928433147607e-01,5.236781711621375512e-01,2.474479111657054142e-01,3.397461766654341631e-04,4.691174676668206089e-01,9.745442184755189752e-01,1.345804403840272778e-01,1.149979412276114221e-02,4.872781707009091745e-01,1.759961133171465963e-01,5.800860886240347680e-01,5.611220243497279103e-01,9.387933881106026446e-01,1.319838271738736912e-01,4.636526022343731013e-01,5.427883445231095338e-01,1.600063295438917121e-01,3.228493148707517468e-01,7.599270617940383499e-01,9.940220556596423007e-01,4.825559020828461554e-01,8.283634773440797794e-01,8.926910772991530907e-01,3.214662718693421795e-01,9.988394667717461761e-01
1.593230192058237016e-02,2.288947343851539529e-01,1.638275672902258506e-01,9.322303816927274278e-01,1.695208163260928380e-01,9.259549054781800459e-01,1.935454404615187807e-01,5.478166470440015701e-02,9.073951873508324661e-01,6.107731511696562476e-01,6.323566455210372084e-03,4.553084008016869966e-01,3.316306432551576755e-01,6.628005701451308296e-01,1.147175489481956356e-01,8.755838931669148728e-01,9.463642065554168648e-01,4.303000863043785484e-01,9.575009291942143674e-01,5.240455520269574619e-01,1.481825519250785650e-01,6.547723837700655247e-01,6.299040917186427002e-02,8.032305479091516043e-01,1.243887732794041190e-01,5.532183284165285153e-01,8.832570420141253598e-01,2.546387062487615038e-01,1.241432774493794744e-01,1.214855593138435275e-01,2.143789643680843460e-01,1.120881338688802797e-01
6.904081517439007998e-01,2.140062805803435442e-01,6.143148642111471158e-01,6.813138499189955732e-01,9.503246230134977379e-01,1.420930520712160305e-01,7.115202983590573904e-02,5.210701766526859569e-01,7.786309702319504922e-02,6.322275450781711381e-01,2.935882646928817952e-01,9.393823152156484113e-01,7.399008576981085383e-01,5.019903410241149944e-01,8.710197344565843158e-01,8.856488909138954257e-01,3.950162437113565739e-01,1.276021861808984692e-01,9.517551106878894274e-01,1.591803909623308311e-01,9.630417624329409287e-01,6.947662735397341915e-02,7.344678552413796968e-02,8.812531454852187141e-01,6.397539625043716649e-01,5.713739767458185792e-01,6.791516680908445958e-01,8.726530140932136081e-01,7.949400644888563461e-01,8.891223619936172717e-01,6.848446121143786369e-01,2.294176062132897709e-01
7.781732551577131840e-01,8.013876842623124386e-02,9.719429465190325690e-01,9.041182320889347146e-01,5.472562100202803537e-01,8.709455496185769530e-02,1.134870602132913575e-01,9.536068210958582592e-01,5.487833874271633716e-01,1.286005477700223887e-01,1.227025867198854314e-01,6.067636965137556126e-01,1.544601305047006434e-01,5.199305675379842784e-01,4.735772656297149164e-01,2.040816160955237768e-01,1.714888254105679799e-01,3.921233920352340530e-02,9.928016666629781994e-01,4.967078305969750973e-01,9.038046653100795247e-02,5.089949213175668508e-01,5.497034847462943796e-01,8.704270126260802432e-01,8.720919323875937490e-01,9.355085623789447524e-01,3.790019531789051710e-01,4.632485232971050859e-01,1.771979178760449969e-01,2.485269961843821207e-01,8.398109777566331591e-01,5.322576415524917781e-01
3.139311276867131628e-01,3.347582009651106638e-02,9.661079422393831218e-01,6.904293589081338389e-01,4.313584848512042047e-02,1.124199711563300674e-02,6.362125266796447853e-02,8.358067926988785867e-01,2.734747574855092012e-01,9.025853804740204822e-01,1.302268328906628359e-01,5.648307209092094938e-01,2.466863661713497580e-01,7.475354997771794796e-01,6.592828926381990584e-01,6.970340954690101842e-01,6.967193791581582918e-01,2.241392531002285304e-01,1.717133364438783172e-02,8.253394571731139662e-01,5.722817176180245990e-01,3.094084430423308385e-01,4.891047736841556137e-01,7.589523105615801901e-01,1.380177542077345443e-01,9.576294708646306830e-01,1.453623112667178363e-01,5.390131412331498062e-01,1.931806732852470176e-02,5.019664802609680176e-01,6.243922195060044311e-01,6.114904882168042954e-01
8.177451470767654884e-01,2.675072050967569615e-01,7.807562286415887787e-01,8.351657867227081367e-01,9.579191978605972047e-02,6.301741796205067025e-01,3.433071414160753232e-01,1.798875488603953743e-01,7.156066278940002023e-01,7.116210009732727437e-01,8.382769577697403163e-01,1.036912983310633862e-01,2.751681848879534709e-01,2.414364039203733547e-01,1.843138105641194402e-01,8.264341297423609678e-01,4.374424659246299862e-01,1.225285639335768062e-01,7.430532690380878824e-01,4.195860200929465433e-01,5.771529828455957967e-01,6.650580680091593422e-01,5.729754526358320499e-01,1.907679460995466147e-01,9.008857704958868062e-01,8.209264329108503233e-01,9.212819203549242886e-01,6.346885084905614649e-01,5.454809318103719384e-01,1.482971106123981420e-01,5.790755189963832095e-01,9.288787755696823467e-01
1.057161613393434729e-01,8.075682849203796865e-01,9.930030127888074265e-01,2.444952812252437768e-01,6.177385144222257152e-01,3.121438619527754366e-01,4.936700188362268538e-01,2.826900737829159960e-01,1.238427244242720215e-01,8.847316283399586645e-02,8.221254440120051576e-02,7.393619260476615995e-01,2.512415073122874487e-01,8.036037169508793987e-01,1.489521617871447656e-02,1.839934987875337935e-01,5.851223904658697794e-01,7.716870367891367488e-01,9.819233327203755746e-01,9.975133002249342296e-01,3.149543673786736608e-01,6.311577384809053948e-01,8.614082701088010552e-01,2.684147223731050413e-01,4.454811963048932455e-01,9.860103618857056773e-01,6.978772524298918478e-01,1.061162300279679949e-01,9.214547082069225459e-01,3.420294535207496489e-01,3.773850056616598891e-01,8.373579534208619446e-01
8.490344191062118018e-01,5.960717260069603451e-02,1.280794515623087104e-01,8.026634612020833170e-01,5.812884056342566552e-01,5.435692791190528395e-01,7.463735083291229699e-01,5.225127924071316654e-01,1.112304240787838072e-01,3.892899155320815874e-01,5.231673077438681041e-02,4.816565773645311577e-01,9.465246464057643916e-01,9.120409550966156464e-01,7.042505220531769528e-02,7.000663979807852932e-01,9.377981878189733944e-01,8.593522479690252069e-01,8.637437577328305194e-01,5.090956238506200160e-01,5.649726574814661895e-02,2.084873674005162103e-01,1.865055411729403811e-01,3.482365778243087240e-01,1.439679991058264719e-01,5.247967700135894864e-01,2.853625711950622534e-01,5.436562135245289751e-01,9.542306016363071297e-01,1.938923093945273957e-01,2.720321451670015822e-02,6.527908619498641318e-01
3.545093457202678211e-01,2.578281781999870459e-01,8.516170701146212885e-01,1.673905718582143765e-01,6.402131325676598816e-01,3.566097172738733612e-01,8.132305871782342654e-01,8.471299328227502867e-01,3.976709157315773124e-01,1.234932944264625077e-01,8.441261850297019365e-01,3.436603288373198950e-01,2.954605101603169359e-01,8.156498068276722968e-01,9.293401616103258434e-01,4.068920000980720264e-01,9.999449170763926587e-01,6.558174202200792724e-01,7.070112473609051484e-01,5.878565784665733540e-01,5.254351795523912738e-01,9.751212246832625663e-01,8.201203467709063943e-01,9.822439656971549971e-01,1.262539287050845616e-01,5.413942711155317333e-01,6.927715404084389128e-02,7.398615688278352698e-01,2.269776495633816227e-01,4.764062158122365220e-01,1.423081477683065810e-01,7.052504373943138116e-01
